utt,y
"no , i look forward to dining at [restaurant_name] . thank you . goodbye .",2
"hi , i am looking for restaurant -s in the area that serve [value_food] cuisine . could you give me some suggestions ?",3
is there something available in the [value_area] ?,3
"i do not care about the price range . however , i need to confirm that the restaurant serves [value_food] food and is in the [value_area] of town .",1
"yes . for [value_count] people at [value_time] on [value_day] , please . i'll need the reference number .",5
that s all i needed thank you,2
i am looking for a place to dine that serves [value_food] food . it should be in the [value_pricerange] price range .,3
[restaurant_name] sounds fabulous . can i get a table there on [value_day] at [value_time] ? there will be [value_count] of us .,5
that s great . i think that s all i need .,3
i am looking for a restaurant that serves kosher food in the [value_area] side .,3
i was really hoping for kosher .,3
how about an [value_pricerange] [value_food] restaurant ? i know there are many of those !,3
"sure . what s [restaurant_name] s address , phone number , and postcode ?",1
"great , thank you ! that is all i need today .",2
i am looking for an [value_pricerange] restaurant in the city center,3
that sounds wonderful . can you give me the address and postcode ?,1
"no , that s all . thank you .",2
i am looking for a [value_pricerange] [value_food] restaurant in the [value_area] of town,3
how about something in the [value_area] and [value_pricerange] price range ?,4
sure let s try [value_food] food .,3
that s all . thank you .,2
i am looking for a restaurant that serves [value_food] food located in the [value_area] .,3
could you get me a table for [value_day] at someplace nice ? there will be [value_count] in my party and we'd like to eat at [value_time] .,5
i would like to find an [value_pricerange] restaurant in the [value_area] of town .,3
"honestly , i am not sure . which ones do you show available ?",7
can you make a reservation at [restaurant_name] s for [value_count] people at [value_time] on [value_day] ?,5
thanks so much . that is all i need . have a great day .,2
i am looking for a [value_pricerange] -ly priced restaurant in the [value_area] of town .,3
"yes , as i already mentioned , i want a place in the center of town . i would also like to have [value_food] food , please .",3
sure ! can you book just for [value_count] at [value_time] on [value_day] ?,5
"no , the reference number is all i need . i will find it . thanks !",2
i would love to find an [value_food] restaurant . something [value_pricerange] -ly priced .,3
"that s perfect , thank you !",2
yes please book it for [value_count] people on [value_day] at [value_time] please .,5
"yes , could you try [value_time] ?",5
no thank you . have a good rest of your day .,2
are there any [value_food] restaurant -s on the [value_area] side of town ?,3
can you tell me if [value_count] of those is located in the northern part of town ?,1
the [restaurant_name] is fine . can i get their phone number ?,1
"no , i just needed the phone number . thanks very much for your help .",2
"thank you . i think that s all i need today , goodbye .",2
hi can you help me find a [value_pricerange] restaurant in the [value_area] of town ?,3
oh wow . that s too bad . how about a good [value_food] place ?,4
"yes please . can you also give me the address , phone number , and postcode ?",1
i would like a reservation at [value_time] for a party of [value_count] .,5
"actually , i have changed my mind . i am going to wait on that reservation , thanks .",2
that'll be all ! thank you !,2
i would prefer a restaurant in the [value_area] side of town .,3
"actually , i just need the number and address .",1
"no , that'll be all for today . thanks a lot . bye !",2
could you help me find an austrian restaurant please ?,3
"ok , how about a [value_pricerange] [value_food] restaurant ?",3
"yes , that would be great . i would like a table for [value_count] on [value_day] at [value_time] .",5
"sure , try [value_time] .",5
no that will be all .,3
hello . i am looking for a [value_pricerange] place to eat in the [value_area] . can you help me ?,3
"yes , i would love [value_food] .",3
"sure , pick your favorite and let me have the address , postcode , and phone number please ?",1
yes please make me a reservation .,5
"actually , i do not need a reservation right now . the restaurant information was all i needed . thanks for your help .",2
hi ! i need to find the hotel [hotel_name] fen ditton .,3
"yes please , also what type of food do they serve ?",1
no that is all i need bye bye .,2
hi . i am trying to find some information on a restaurant called [restaurant_name] . have you heard of it ?,1
great can you book a table for [value_count] person at [value_time] on [value_day] ?,5
"sure , let s try for [value_time] , same day .",0
thanks . that covers it then !,2
can you help me find an [value_pricerange] restaurant in the town [value_area] ?,3
i was thinking maybe trying something [value_food] .,3
that sounds great ! can i book a talbe for [value_count] people at [value_time] on [value_day] ?,5
"no , that s it . thanks .",2
hi . could you help me find an [value_pricerange] restaurant that serves catalan food ?,3
how about something in the [value_area] of town,3
"oh okay . i must have been mistaken . let s try something that has [value_food] , is [value_pricerange] and in the [value_area] of town .",3
"sounds good , lets book it for [value_count] people at [value_time] on [value_day] , and i'll need a reference number please .",5
thank you so much !,2
i am looking for an [value_pricerange] restaurant to go to .,3
what s your favorite place on the [value_area] side of town ?,1
that would be great . please make the reservation for [value_time] on [value_day] . just [value_count] person .,5
surprise me . what food type can you recommend ?,1
what s the post code for nando city ?,1
"no , that s all i needed . thanks !",2
