utt,y
how about a different restaurant in the same area and price range ?,0
"no , could you double check that ? i want a restaurant in the same area and price range as the restaurant_name . type of food does not matter .",3
"yes , will you see if you can book a table for me ? and give me the reference number if you can ?",5
i am looking for a value_pricerange priced value_food food place .,3
"i need 1 in the value_area , does not matter which .",3
i am looking for a value_pricerange restaurant that serves value_food food ?,3
the restaurant should be in the value_area .,3
tell me about the value_food restaurant -s in the value_area then please ?,4
can you book me a table for value_people at the restaurant_name ?,5
i need a booking for value_people people at value_time on value_day .,5
yes . can you look for something in the same area and price range please ?,0
that is perfect . thank you for all the help !,2
i need to find a restaurant in the value_area area and more on the value_pricerange side .,3
i do not have a preference .,3
that sounds good . i would like a reservation for value_people people at value_time on value_day .,5
i am looking for a restaurant called restaurant_name .,3
yes book for value_people people on value_day for value_time please .,5
that s too bad . please book any other restaurant that is in the value_area and value_pricerange .,5
"that is all , thanks .",2
"thank you , you , too .",2
"heya , can you find me an value_pricerange restaurant with value_area value_food food ?",3
"yes , the 1 in the value_area please .",4
no thank you that will be all .,2
that was all thank you .,2
i am looking for a value_food restaurant on the value_area side .,3
"yes , please . could you book it for value_people people on value_day ?",5
i would like a table for value_time .,5
"yes , please find me another restaurant in the same price range on the value_area side .",0
"ok , that would be fine . can you please send me the reference number ?",1
"no that is all , thank you , cheers .",2
i would like to find a restaurant in the value_pricerange price range that is located in the city value_area .,3
i do not care about that .,3
"yes , i would like to book a table for value_people at value_time on value_day .",5
may i have the reference number please ?,1
i want to find a place to eat that serves value_food food in the value_area of town .,3
price range does not matter . which restaurant out of the 9 do you recommend ?,3
that sounds fine . can you book for value_people people at value_time on value_day ?,5
yes . can you find me something that is available in the same area and price range ?,0
ok lets try there .,3
"i am looking for value_princerange value_food restaurant -s , can you help me ?",3
i need a table for value_people people value_day night at value_time .,5
can you find me something along the same price and in the same area please ?,0
"any in the same area , and price range please .",0
"okay , again for value_people people value_day at value_time .",5
"ok , that s all i need today , thank you !",2
"i am looking for something on the value_pricerange side , please , although i would like to get good value for the money .",3
any of them will be fine . as long as it s value_pricerange . i need a table for value_people on value_day at value_time please .,5
"yes please , same price range as before .",3
okay thank you very much for your help .,2
